disease,question,label
cellulitis,What are the possible complications that could arise from cellulitis?,cellulitis complications
cellulitis,Are there any known complications associated with cellulitis?,cellulitis complications
cellulitis,Can cellulitis lead to any serious complications?,cellulitis complications
cellulitis,What potential complications should I be aware of if I have cellulitis?,cellulitis complications
cellulitis,Are there any risks of complications from cellulitis?,cellulitis complications
cellulitis,What are the common complications seen in patients with cellulitis?,cellulitis complications
cellulitis,What are the long-term complications of cellulitis?,cellulitis complications
cellulitis,Are there any severe complications that can result from cellulitis?,cellulitis complications
cellulitis,What complications could develop if cellulitis is not properly managed?,cellulitis complications
cellulitis,What are the ways to prevent cellulitis?,cellulitis prevention
cellulitis,Is it possible to prevent cellulitis?,cellulitis prevention
cellulitis,What measures can be taken for cellulitis prevention?,cellulitis prevention
cellulitis,Can you provide some tips on cellulitis prevention?,cellulitis prevention
cellulitis,What steps should I follow to prevent cellulitis?,cellulitis prevention
cellulitis,What preventive measures can be adopted against cellulitis?,cellulitis prevention
cellulitis,What are some effective prevention strategies for cellulitis?,cellulitis prevention
cellulitis,Can the onset of cellulitis be prevented?,cellulitis prevention
cellulitis,What actions can I take to prevent cellulitis?,cellulitis prevention
cellulitis,Is there a way to prevent the occurrence of cellulitis?,cellulitis prevention
gastroesophageal reflux disease,what is gastroesophageal reflux disease?,gastroesophageal reflux disease definition
gastroesophageal reflux disease,Tell me about gastroesophageal reflux disease?,gastroesophageal reflux disease definition
gastroesophageal reflux disease,What kind of disease is gastroesophageal reflux disease?,gastroesophageal reflux disease definition
gastroesophageal reflux disease,Can you elaborate on gastroesophageal reflux disease?,gastroesophageal reflux disease definition
gastroesophageal reflux disease,What can you tell me about gastroesophageal reflux disease?,gastroesophageal reflux disease definition
gastroesophageal reflux disease,Could you describe what gastroesophageal reflux disease is?,gastroesophageal reflux disease definition
gastroesophageal reflux disease,What information do you have on gastroesophageal reflux disease?,gastroesophageal reflux disease definition
gastroesophageal reflux disease,Could you provide information on gastroesophageal reflux disease?,gastroesophageal reflux disease definition
gastroesophageal reflux disease,What are the usual symptoms of gastroesophageal reflux disease?,gastroesophageal reflux disease symptoms
gastroesophageal reflux disease,What are the typical symptoms of gastroesophageal reflux disease?,gastroesophageal reflux disease symptoms
gastroesophageal reflux disease,What symptoms can indicate gastroesophageal reflux disease?,gastroesophageal reflux disease symptoms
gastroesophageal reflux disease,What should I watch for if someone is at risk of gastroesophageal reflux disease based on their symptoms?,gastroesophageal reflux disease symptoms
gastroesophageal reflux disease,What are the common symptoms for gastroesophageal reflux disease?,gastroesophageal reflux disease symptoms
gastroesophageal reflux disease,Could you describe the telltale signs and symptoms of gastroesophageal reflux disease?,gastroesophageal reflux disease symptoms
gastroesophageal reflux disease,"If someone suspects they have gastroesophageal reflux disease, what symptoms should they be mindful of?",gastroesophageal reflux disease symptoms
gastroesophageal reflux disease,Any symptoms that might suggest gastroesophageal reflux disease?,gastroesophageal reflux disease symptoms
gastroesophageal reflux disease,What symptoms are often associated with gastroesophageal reflux disease?,gastroesophageal reflux disease symptoms
gastroesophageal reflux disease,What are the symptoms someone might have if they have gastroesophageal reflux disease?,gastroesophageal reflux disease symptoms
gastroesophageal reflux disease,causes of gastroesophageal reflux disease?,gastroesophageal reflux disease causes
gastroesophageal reflux disease,causes for gastroesophageal reflux disease?,gastroesophageal reflux disease causes
gastroesophageal reflux disease,What causes gastroesophageal reflux disease?,gastroesophageal reflux disease causes
gastroesophageal reflux disease,What is the cause of gastroesophageal reflux disease?,gastroesophageal reflux disease causes
gastroesophageal reflux disease,Can you explain the causes of gastroesophageal reflux disease?,gastroesophageal reflux disease causes
gastroesophageal reflux disease,What are the main causes of gastroesophageal reflux disease?,gastroesophageal reflux disease causes
gastroesophageal reflux disease,What causes the onset of gastroesophageal reflux disease?,gastroesophageal reflux disease causes
gastroesophageal reflux disease,Can you tell me what causes gastroesophageal reflux disease?,gastroesophageal reflux disease causes
gastroesophageal reflux disease,What are the primary causes of gastroesophageal reflux disease?,gastroesophageal reflux disease causes
gastroesophageal reflux disease,How does gastroesophageal reflux disease is caused?,gastroesophageal reflux disease causes
gastroesophageal reflux disease,How is gastroesophageal reflux disease caused?,gastroesophageal reflux disease causes
gastroesophageal reflux disease,"How do doctors usually figure out if someone has gastroesophageal reflux disease, diagnosis?",gastroesophageal reflux disease diagnosis
gastroesophageal reflux disease,What's the usual way to diagnose gastroesophageal reflux disease?,gastroesophageal reflux disease diagnosis
gastroesophageal reflux disease,"How can I find out if I have gastroesophageal reflux disease, diagnosis?",gastroesophageal reflux disease diagnosis
gastroesophageal reflux disease,What tests do doctors use to diagnose gastroesophageal reflux disease?,gastroesophageal reflux disease diagnosis
gastroesophageal reflux disease,How is gastroesophageal reflux disease normally diagnosed?,gastroesophageal reflux disease diagnosis
gastroesophageal reflux disease,"What should I expect when getting tested for gastroesophageal reflux disease, diagnosis?",gastroesophageal reflux disease diagnosis
gastroesophageal reflux disease,Are there any methods for diagnosing gastroesophageal reflux disease that I can know about?,gastroesophageal reflux disease diagnosis
gastroesophageal reflux disease,"What's the best way to find out if I have gastroesophageal reflux disease, diagnosis?",gastroesophageal reflux disease diagnosis
gastroesophageal reflux disease,"How can doctors tell if someone has gastroesophageal reflux disease, diagnosis?",gastroesophageal reflux disease diagnosis
gastroesophageal reflux disease,What are some different ways to diagnose gastroesophageal reflux disease?,gastroesophageal reflux disease diagnosis
gastroesophageal reflux disease,"How would a doctor check for gastroesophageal reflux disease, diagnosis?",gastroesophageal reflux disease diagnosis
gastroesophageal reflux disease,Are there any specific tests for diagnosing gastroesophageal reflux disease?,gastroesophageal reflux disease diagnosis
gastroesophageal reflux disease,How do doctors usually treat gastroesophageal reflux disease?,gastroesophageal reflux disease treatment
gastroesophageal reflux disease,What's the typical treatment for someone with gastroesophageal reflux disease?,gastroesophageal reflux disease treatment
gastroesophageal reflux disease,What are some treatments I might consider for gastroesophageal reflux disease?,gastroesophageal reflux disease treatment
gastroesophageal reflux disease,How is gastroesophageal reflux disease normally treated?,gastroesophageal reflux disease treatment
gastroesophageal reflux disease,What are some other ways to treat gastroesophageal reflux disease that I might not know about?,gastroesophageal reflux disease treatment
gastroesophageal reflux disease,Are there any new treatments for gastroesophageal reflux disease that I should know about?,gastroesophageal reflux disease treatment
gastroesophageal reflux disease,What's the best way to treat gastroesophageal reflux disease?,gastroesophageal reflux disease treatment
gastroesophageal reflux disease,Are there any non-traditional treatments for gastroesophageal reflux disease?,gastroesophageal reflux disease treatment
gastroesophageal reflux disease,How can I treat my gastroesophageal reflux disease?,gastroesophageal reflux disease treatment
gastroesophageal reflux disease,What are some different treatment options for gastroesophageal reflux disease?,gastroesophageal reflux disease treatment
gastroesophageal reflux disease,What are the possible complications that could arise from gastroesophageal reflux disease?,gastroesophageal reflux disease complications
gastroesophageal reflux disease,Are there any known complications associated with gastroesophageal reflux disease?,gastroesophageal reflux disease complications
gastroesophageal reflux disease,Can gastroesophageal reflux disease lead to any serious complications?,gastroesophageal reflux disease complications
gastroesophageal reflux disease,What potential complications should I be aware of if I have gastroesophageal reflux disease?,gastroesophageal reflux disease complications
gastroesophageal reflux disease,Are there any risks of complications from gastroesophageal reflux disease?,gastroesophageal reflux disease complications
gastroesophageal reflux disease,What are the common complications seen in patients with gastroesophageal reflux disease?,gastroesophageal reflux disease complications
gastroesophageal reflux disease,What are the long-term complications of gastroesophageal reflux disease?,gastroesophageal reflux disease complications
gastroesophageal reflux disease,Are there any severe complications that can result from gastroesophageal reflux disease?,gastroesophageal reflux disease complications
gastroesophageal reflux disease,What complications could develop if gastroesophageal reflux disease is not properly managed?,gastroesophageal reflux disease complications
deep vein thrombosis,what is deep vein thrombosis?,deep vein thrombosis definition
deep vein thrombosis,Tell me about deep vein thrombosis?,deep vein thrombosis definition
deep vein thrombosis,What kind of disease is deep vein thrombosis?,deep vein thrombosis definition
deep vein thrombosis,Can you elaborate on deep vein thrombosis?,deep vein thrombosis definition
deep vein thrombosis,What can you tell me about deep vein thrombosis?,deep vein thrombosis definition
deep vein thrombosis,Could you describe what deep vein thrombosis is?,deep vein thrombosis definition
deep vein thrombosis,What information do you have on deep vein thrombosis?,deep vein thrombosis definition
deep vein thrombosis,Could you provide information on deep vein thrombosis?,deep vein thrombosis definition
deep vein thrombosis,What are the usual symptoms of deep vein thrombosis?,deep vein thrombosis symptoms
deep vein thrombosis,What are the typical symptoms of deep vein thrombosis?,deep vein thrombosis symptoms
deep vein thrombosis,What symptoms can indicate deep vein thrombosis?,deep vein thrombosis symptoms
deep vein thrombosis,What should I watch for if someone is at risk of deep vein thrombosis based on their symptoms?,deep vein thrombosis symptoms
deep vein thrombosis,What are the common symptoms for deep vein thrombosis?,deep vein thrombosis symptoms
deep vein thrombosis,Could you describe the telltale signs and symptoms of deep vein thrombosis?,deep vein thrombosis symptoms
deep vein thrombosis,"If someone suspects they have deep vein thrombosis, what symptoms should they be mindful of?",deep vein thrombosis symptoms
deep vein thrombosis,Any symptoms that might suggest deep vein thrombosis?,deep vein thrombosis symptoms
deep vein thrombosis,What symptoms are often associated with deep vein thrombosis?,deep vein thrombosis symptoms
deep vein thrombosis,What are the symptoms someone might have if they have deep vein thrombosis?,deep vein thrombosis symptoms
deep vein thrombosis,What are the usual symptoms of deep vein thrombosis?,deep vein thrombosis symptoms
deep vein thrombosis,What are the typical symptoms of deep vein thrombosis?,deep vein thrombosis symptoms
deep vein thrombosis,What symptoms can indicate deep vein thrombosis?,deep vein thrombosis symptoms
deep vein thrombosis,What should I watch for if someone is at risk of deep vein thrombosis based on their symptoms?,deep vein thrombosis symptoms
deep vein thrombosis,What are the common symptoms for deep vein thrombosis?,deep vein thrombosis symptoms
deep vein thrombosis,Could you describe the telltale signs and symptoms of deep vein thrombosis?,deep vein thrombosis symptoms
deep vein thrombosis,"If someone suspects they have deep vein thrombosis, what symptoms should they be mindful of?",deep vein thrombosis symptoms
deep vein thrombosis,Any symptoms that might suggest deep vein thrombosis?,deep vein thrombosis symptoms
deep vein thrombosis,What symptoms are often associated with deep vein thrombosis?,deep vein thrombosis symptoms
deep vein thrombosis,What are the symptoms someone might have if they have deep vein thrombosis?,deep vein thrombosis symptoms
deep vein thrombosis,"How do doctors usually figure out if someone has deep vein thrombosis, diagnosis?",deep vein thrombosis diagnosis
deep vein thrombosis,What's the usual way to diagnose deep vein thrombosis?,deep vein thrombosis diagnosis
deep vein thrombosis,"How can I find out if I have deep vein thrombosis, diagnosis?",deep vein thrombosis diagnosis
deep vein thrombosis,What tests do doctors use to diagnose deep vein thrombosis?,deep vein thrombosis diagnosis
deep vein thrombosis,How is deep vein thrombosis normally diagnosed?,deep vein thrombosis diagnosis
deep vein thrombosis,"What should I expect when getting tested for deep vein thrombosis, diagnosis?",deep vein thrombosis diagnosis
deep vein thrombosis,Are there any methods for diagnosing deep vein thrombosis that I can know about?,deep vein thrombosis diagnosis
deep vein thrombosis,"What's the best way to find out if I have deep vein thrombosis, diagnosis?",deep vein thrombosis diagnosis
deep vein thrombosis,"How can doctors tell if someone has deep vein thrombosis, diagnosis?",deep vein thrombosis diagnosis
deep vein thrombosis,What are some different ways to diagnose deep vein thrombosis?,deep vein thrombosis diagnosis
deep vein thrombosis,"How would a doctor check for deep vein thrombosis, diagnosis?",deep vein thrombosis diagnosis
deep vein thrombosis,Are there any specific tests for diagnosing deep vein thrombosis?,deep vein thrombosis diagnosis
deep vein thrombosis,How do doctors usually treat deep vein thrombosis?,deep vein thrombosis treatment
deep vein thrombosis,What's the typical treatment for someone with deep vein thrombosis?,deep vein thrombosis treatment
deep vein thrombosis,What are some treatments I might consider for deep vein thrombosis?,deep vein thrombosis treatment
deep vein thrombosis,How is deep vein thrombosis normally treated?,deep vein thrombosis treatment
deep vein thrombosis,What are some other ways to treat deep vein thrombosis that I might not know about?,deep vein thrombosis treatment
deep vein thrombosis,Are there any new treatments for deep vein thrombosis that I should know about?,deep vein thrombosis treatment
deep vein thrombosis,What's the best way to treat deep vein thrombosis?,deep vein thrombosis treatment
deep vein thrombosis,Are there any non-traditional treatments for deep vein thrombosis?,deep vein thrombosis treatment
deep vein thrombosis,How can I treat my deep vein thrombosis?,deep vein thrombosis treatment
deep vein thrombosis,What are some different treatment options for deep vein thrombosis?,deep vein thrombosis treatment
deep vein thrombosis,What are the possible complications that could arise from deep vein thrombosis?,deep vein thrombosis complications
deep vein thrombosis,Are there any known complications associated with deep vein thrombosis?,deep vein thrombosis complications
deep vein thrombosis,Can deep vein thrombosis lead to any serious complications?,deep vein thrombosis complications
deep vein thrombosis,What potential complications should I be aware of if I have deep vein thrombosis?,deep vein thrombosis complications
deep vein thrombosis,Are there any risks of complications from deep vein thrombosis?,deep vein thrombosis complications
deep vein thrombosis,What are the common complications seen in patients with deep vein thrombosis?,deep vein thrombosis complications
deep vein thrombosis,What are the long-term complications of deep vein thrombosis?,deep vein thrombosis complications
deep vein thrombosis,Are there any severe complications that can result from deep vein thrombosis?,deep vein thrombosis complications
deep vein thrombosis,What complications could develop if deep vein thrombosis is not properly managed?,deep vein thrombosis complications
deep vein thrombosis,What are the potential risk factors associated with deep vein thrombosis?,deep vein thrombosis risks
deep vein thrombosis,Who is most likely to be at risk for deep vein thrombosis?,deep vein thrombosis risks
deep vein thrombosis,What factors could increase my risk of developing deep vein thrombosis?,deep vein thrombosis risks
deep vein thrombosis,What are the known risk factors that contribute to the development of deep vein thrombosis?,deep vein thrombosis risks
deep vein thrombosis,Who is generally considered at risk for contracting deep vein thrombosis?,deep vein thrombosis risks
deep vein thrombosis,What conditions or behaviors might increase the risk of getting deep vein thrombosis?,deep vein thrombosis risks
deep vein thrombosis,What are the common risk factors linked with deep vein thrombosis?,deep vein thrombosis risks
deep vein thrombosis,Who is typically at a higher risk for developing deep vein thrombosis?,deep vein thrombosis risks
deep vein thrombosis,Are there any known risk factors that make someone more susceptible to deep vein thrombosis?,deep vein thrombosis risks
deep vein thrombosis,What are the main risk factors that could lead to deep vein thrombosis?,deep vein thrombosis risks
deep vein thrombosis,Who is generally more at risk for experiencing deep vein thrombosis?,deep vein thrombosis risks
deep vein thrombosis,What are the ways to prevent deep vein thrombosis?,deep vein thrombosis prevention
deep vein thrombosis,Is it possible to prevent deep vein thrombosis?,deep vein thrombosis prevention
deep vein thrombosis,What measures can be taken for deep vein thrombosis prevention?,deep vein thrombosis prevention
deep vein thrombosis,Can you provide some tips on deep vein thrombosis prevention?,deep vein thrombosis prevention
deep vein thrombosis,What steps should I follow to prevent deep vein thrombosis?,deep vein thrombosis prevention
deep vein thrombosis,What preventive measures can be adopted against deep vein thrombosis?,deep vein thrombosis prevention
deep vein thrombosis,What are some effective prevention strategies for deep vein thrombosis?,deep vein thrombosis prevention
deep vein thrombosis,Can the onset of deep vein thrombosis be prevented?,deep vein thrombosis prevention
deep vein thrombosis,What actions can I take to prevent deep vein thrombosis?,deep vein thrombosis prevention
deep vein thrombosis,Is there a way to prevent the occurrence of deep vein thrombosis?,deep vein thrombosis prevention
dehydration,what is dehydration?,dehydration definition
dehydration,Tell me about dehydration?,dehydration definition
dehydration,What kind of disease is dehydration?,dehydration definition
dehydration,Can you elaborate on dehydration?,dehydration definition
dehydration,What can you tell me about dehydration?,dehydration definition
dehydration,Could you describe what dehydration is?,dehydration definition
dehydration,What information do you have on dehydration?,dehydration definition
dehydration,Could you provide information on dehydration?,dehydration definition
dehydration,What are the potential risk factors associated with dehydration?,dehydration risks
dehydration,Who is most likely to be at risk for dehydration?,dehydration risks
dehydration,What factors could increase my risk of developing dehydration?,dehydration risks
dehydration,What are the known risk factors that contribute to the development of dehydration?,dehydration risks
dehydration,Who is generally considered at risk for contracting dehydration?,dehydration risks
dehydration,What conditions or behaviors might increase the risk of getting dehydration?,dehydration risks
dehydration,What are the common risk factors linked with dehydration?,dehydration risks
dehydration,Who is typically at a higher risk for developing dehydration?,dehydration risks
dehydration,Are there any known risk factors that make someone more susceptible to dehydration?,dehydration risks
dehydration,What are the main risk factors that could lead to dehydration?,dehydration risks
dehydration,Who is generally more at risk for experiencing dehydration?,dehydration risks
dehydration,"How do doctors usually figure out if someone has dehydration, diagnosis?",dehydration diagnosis
dehydration,What's the usual way to diagnose dehydration?,dehydration diagnosis
dehydration,"How can I find out if I have dehydration, diagnosis?",dehydration diagnosis
dehydration,What tests do doctors use to diagnose dehydration?,dehydration diagnosis
dehydration,How is dehydration normally diagnosed?,dehydration diagnosis
dehydration,"What should I expect when getting tested for dehydration, diagnosis?",dehydration diagnosis
dehydration,Are there any methods for diagnosing dehydration that I can know about?,dehydration diagnosis
dehydration,"What's the best way to find out if I have dehydration, diagnosis?",dehydration diagnosis
dehydration,"How can doctors tell if someone has dehydration, diagnosis?",dehydration diagnosis
dehydration,What are some different ways to diagnose dehydration?,dehydration diagnosis
dehydration,"How would a doctor check for dehydration, diagnosis?",dehydration diagnosis
dehydration,Are there any specific tests for diagnosing dehydration?,dehydration diagnosis
dehydration,What are the possible complications that could arise from dehydration?,dehydration complications
dehydration,Are there any known complications associated with dehydration?,dehydration complications
dehydration,Can dehydration lead to any serious complications?,dehydration complications
dehydration,What potential complications should I be aware of if I have dehydration?,dehydration complications
dehydration,Are there any risks of complications from dehydration?,dehydration complications
dehydration,What are the common complications seen in patients with dehydration?,dehydration complications
dehydration,What are the long-term complications of dehydration?,dehydration complications
dehydration,Are there any severe complications that can result from dehydration?,dehydration complications
dehydration,What complications could develop if dehydration is not properly managed?,dehydration complications
dehydration,What are the ways to prevent dehydration?,dehydration prevention
dehydration,Is it possible to prevent dehydration?,dehydration prevention
dehydration,What measures can be taken for dehydration prevention?,dehydration prevention
dehydration,Can you provide some tips on dehydration prevention?,dehydration prevention
dehydration,What steps should I follow to prevent dehydration?,dehydration prevention
dehydration,What preventive measures can be adopted against dehydration?,dehydration prevention
dehydration,What are some effective prevention strategies for dehydration?,dehydration prevention
dehydration,Can the onset of dehydration be prevented?,dehydration prevention
dehydration,What actions can I take to prevent dehydration?,dehydration prevention
dehydration,Is there a way to prevent the occurrence of dehydration?,dehydration prevention
neoplasm,what is neoplasm?,neoplasm definition
neoplasm,Tell me about neoplasm?,neoplasm definition
neoplasm,What kind of disease is neoplasm?,neoplasm definition
neoplasm,Can you elaborate on neoplasm?,neoplasm definition
neoplasm,What can you tell me about neoplasm?,neoplasm definition
neoplasm,Could you describe what neoplasm is?,neoplasm definition
neoplasm,What information do you have on neoplasm?,neoplasm definition
neoplasm,Could you provide information on neoplasm?,neoplasm definition
neoplasm,causes of neoplasm?,neoplasm causes
neoplasm,causes for neoplasm?,neoplasm causes
neoplasm,What causes neoplasm?,neoplasm causes
neoplasm,What is the cause of neoplasm?,neoplasm causes
neoplasm,Can you explain the causes of neoplasm?,neoplasm causes
neoplasm,What are the main causes of neoplasm?,neoplasm causes
neoplasm,What causes the onset of neoplasm?,neoplasm causes
neoplasm,Can you tell me what causes neoplasm?,neoplasm causes
neoplasm,What are the primary causes of neoplasm?,neoplasm causes
neoplasm,How does neoplasm is caused?,neoplasm causes
neoplasm,How is neoplasm caused?,neoplasm causes
neoplasm,What are the usual symptoms of neoplasm?,neoplasm symptoms
neoplasm,What are the typical symptoms of neoplasm?,neoplasm symptoms
neoplasm,What symptoms can indicate neoplasm?,neoplasm symptoms
neoplasm,What should I watch for if someone is at risk of neoplasm based on their symptoms?,neoplasm symptoms
neoplasm,What are the common symptoms for neoplasm?,neoplasm symptoms
neoplasm,Could you describe the telltale signs and symptoms of neoplasm?,neoplasm symptoms
neoplasm,"If someone suspects they have neoplasm, what symptoms should they be mindful of?",neoplasm symptoms
neoplasm,Any symptoms that might suggest neoplasm?,neoplasm symptoms
neoplasm,What symptoms are often associated with neoplasm?,neoplasm symptoms
neoplasm,What are the symptoms someone might have if they have neoplasm?,neoplasm symptoms
neoplasm,"How do doctors usually figure out if someone has neoplasm, diagnosis?",neoplasm diagnosis
neoplasm,What's the usual way to diagnose neoplasm?,neoplasm diagnosis
neoplasm,"How can I find out if I have neoplasm, diagnosis?",neoplasm diagnosis
neoplasm,What tests do doctors use to diagnose neoplasm?,neoplasm diagnosis
neoplasm,How is neoplasm normally diagnosed?,neoplasm diagnosis
neoplasm,"What should I expect when getting tested for neoplasm, diagnosis?",neoplasm diagnosis
neoplasm,Are there any methods for diagnosing neoplasm that I can know about?,neoplasm diagnosis
neoplasm,"What's the best way to find out if I have neoplasm, diagnosis?",neoplasm diagnosis
neoplasm,"How can doctors tell if someone has neoplasm, diagnosis?",neoplasm diagnosis
neoplasm,What are some different ways to diagnose neoplasm?,neoplasm diagnosis
neoplasm,"How would a doctor check for neoplasm, diagnosis?",neoplasm diagnosis
neoplasm,Are there any specific tests for diagnosing neoplasm?,neoplasm diagnosis
embolism pulmonary,what is embolism pulmonary?,embolism pulmonary definition
embolism pulmonary,Tell me about embolism pulmonary?,embolism pulmonary definition
embolism pulmonary,What kind of disease is embolism pulmonary?,embolism pulmonary definition
embolism pulmonary,Can you elaborate on embolism pulmonary?,embolism pulmonary definition
embolism pulmonary,What can you tell me about embolism pulmonary?,embolism pulmonary definition
embolism pulmonary,Could you describe what embolism pulmonary is?,embolism pulmonary definition
embolism pulmonary,What information do you have on embolism pulmonary?,embolism pulmonary definition
embolism pulmonary,Could you provide information on embolism pulmonary?,embolism pulmonary definition
embolism pulmonary,What are the usual symptoms of embolism pulmonary?,embolism pulmonary symptoms
embolism pulmonary,What are the typical symptoms of embolism pulmonary?,embolism pulmonary symptoms
embolism pulmonary,What symptoms can indicate embolism pulmonary?,embolism pulmonary symptoms
embolism pulmonary,What should I watch for if someone is at risk of embolism pulmonary based on their symptoms?,embolism pulmonary symptoms
embolism pulmonary,What are the common symptoms for embolism pulmonary?,embolism pulmonary symptoms
embolism pulmonary,Could you describe the telltale signs and symptoms of embolism pulmonary?,embolism pulmonary symptoms
embolism pulmonary,"If someone suspects they have embolism pulmonary, what symptoms should they be mindful of?",embolism pulmonary symptoms
embolism pulmonary,Any symptoms that might suggest embolism pulmonary?,embolism pulmonary symptoms
embolism pulmonary,What symptoms are often associated with embolism pulmonary?,embolism pulmonary symptoms
embolism pulmonary,What are the symptoms someone might have if they have embolism pulmonary?,embolism pulmonary symptoms
embolism pulmonary,causes of embolism pulmonary?,embolism pulmonary causes
embolism pulmonary,causes for embolism pulmonary?,embolism pulmonary causes
embolism pulmonary,What causes embolism pulmonary?,embolism pulmonary causes
embolism pulmonary,What is the cause of embolism pulmonary?,embolism pulmonary causes
embolism pulmonary,Can you explain the causes of embolism pulmonary?,embolism pulmonary causes
embolism pulmonary,What are the main causes of embolism pulmonary?,embolism pulmonary causes
embolism pulmonary,What causes the onset of embolism pulmonary?,embolism pulmonary causes
embolism pulmonary,Can you tell me what causes embolism pulmonary?,embolism pulmonary causes
embolism pulmonary,What are the primary causes of embolism pulmonary?,embolism pulmonary causes
embolism pulmonary,How does embolism pulmonary is caused?,embolism pulmonary causes
embolism pulmonary,How is embolism pulmonary caused?,embolism pulmonary causes
embolism pulmonary,"How do doctors usually figure out if someone has embolism pulmonary, diagnosis?",embolism pulmonary diagnosis
embolism pulmonary,What's the usual way to diagnose embolism pulmonary?,embolism pulmonary diagnosis
embolism pulmonary,"How can I find out if I have embolism pulmonary, diagnosis?",embolism pulmonary diagnosis
embolism pulmonary,What tests do doctors use to diagnose embolism pulmonary?,embolism pulmonary diagnosis
embolism pulmonary,How is embolism pulmonary normally diagnosed?,embolism pulmonary diagnosis
embolism pulmonary,"What should I expect when getting tested for embolism pulmonary, diagnosis?",embolism pulmonary diagnosis
embolism pulmonary,Are there any methods for diagnosing embolism pulmonary that I can know about?,embolism pulmonary diagnosis
embolism pulmonary,"What's the best way to find out if I have embolism pulmonary, diagnosis?",embolism pulmonary diagnosis
embolism pulmonary,"How can doctors tell if someone has embolism pulmonary, diagnosis?",embolism pulmonary diagnosis
embolism pulmonary,What are some different ways to diagnose embolism pulmonary?,embolism pulmonary diagnosis
embolism pulmonary,"How would a doctor check for embolism pulmonary, diagnosis?",embolism pulmonary diagnosis
embolism pulmonary,Are there any specific tests for diagnosing embolism pulmonary?,embolism pulmonary diagnosis
embolism pulmonary,What are the potential risk factors associated with embolism pulmonary?,embolism pulmonary risks
embolism pulmonary,Who is most likely to be at risk for embolism pulmonary?,embolism pulmonary risks
embolism pulmonary,What factors could increase my risk of developing embolism pulmonary?,embolism pulmonary risks
embolism pulmonary,What are the known risk factors that contribute to the development of embolism pulmonary?,embolism pulmonary risks
embolism pulmonary,Who is generally considered at risk for contracting embolism pulmonary?,embolism pulmonary risks
embolism pulmonary,What conditions or behaviors might increase the risk of getting embolism pulmonary?,embolism pulmonary risks
embolism pulmonary,What are the common risk factors linked with embolism pulmonary?,embolism pulmonary risks
embolism pulmonary,Who is typically at a higher risk for developing embolism pulmonary?,embolism pulmonary risks
embolism pulmonary,Are there any known risk factors that make someone more susceptible to embolism pulmonary?,embolism pulmonary risks
embolism pulmonary,What are the main risk factors that could lead to embolism pulmonary?,embolism pulmonary risks
embolism pulmonary,Who is generally more at risk for experiencing embolism pulmonary?,embolism pulmonary risks
embolism pulmonary,What are the ways to prevent embolism pulmonary?,embolism pulmonary prevention
embolism pulmonary,Is it possible to prevent embolism pulmonary?,embolism pulmonary prevention
embolism pulmonary,What measures can be taken for embolism pulmonary prevention?,embolism pulmonary prevention
embolism pulmonary,Can you provide some tips on embolism pulmonary prevention?,embolism pulmonary prevention
embolism pulmonary,What steps should I follow to prevent embolism pulmonary?,embolism pulmonary prevention
embolism pulmonary,What preventive measures can be adopted against embolism pulmonary?,embolism pulmonary prevention
embolism pulmonary,What are some effective prevention strategies for embolism pulmonary?,embolism pulmonary prevention
embolism pulmonary,Can the onset of embolism pulmonary be prevented?,embolism pulmonary prevention
embolism pulmonary,What actions can I take to prevent embolism pulmonary?,embolism pulmonary prevention
embolism pulmonary,Is there a way to prevent the occurrence of embolism pulmonary?,embolism pulmonary prevention
epilepsy,what is epilepsy?,epilepsy definition
epilepsy,Tell me about epilepsy?,epilepsy definition
epilepsy,What kind of disease is epilepsy?,epilepsy definition
epilepsy,Can you elaborate on epilepsy?,epilepsy definition
epilepsy,What can you tell me about epilepsy?,epilepsy definition
epilepsy,Could you describe what epilepsy is?,epilepsy definition
epilepsy,What information do you have on epilepsy?,epilepsy definition
epilepsy,Could you provide information on epilepsy?,epilepsy definition
epilepsy,What are the usual symptoms of epilepsy?,epilepsy symptoms
epilepsy,What are the typical symptoms of epilepsy?,epilepsy symptoms
epilepsy,What symptoms can indicate epilepsy?,epilepsy symptoms
epilepsy,What should I watch for if someone is at risk of epilepsy based on their symptoms?,epilepsy symptoms
epilepsy,What are the common symptoms for epilepsy?,epilepsy symptoms
epilepsy,Could you describe the telltale signs and symptoms of epilepsy?,epilepsy symptoms
epilepsy,"If someone suspects they have epilepsy, what symptoms should they be mindful of?",epilepsy symptoms
epilepsy,Any symptoms that might suggest epilepsy?,epilepsy symptoms
epilepsy,What symptoms are often associated with epilepsy?,epilepsy symptoms
epilepsy,What are the symptoms someone might have if they have epilepsy?,epilepsy symptoms
epilepsy,causes of epilepsy?,epilepsy causes
epilepsy,causes for epilepsy?,epilepsy causes
epilepsy,What causes epilepsy?,epilepsy causes
epilepsy,What is the cause of epilepsy?,epilepsy causes
epilepsy,Can you explain the causes of epilepsy?,epilepsy causes
epilepsy,What are the main causes of epilepsy?,epilepsy causes
epilepsy,What causes the onset of epilepsy?,epilepsy causes
epilepsy,Can you tell me what causes epilepsy?,epilepsy causes
epilepsy,What are the primary causes of epilepsy?,epilepsy causes
epilepsy,How does epilepsy is caused?,epilepsy causes
epilepsy,How is epilepsy caused?,epilepsy causes
epilepsy,"How do doctors usually figure out if someone has epilepsy, diagnosis?",epilepsy diagnosis
